,data_id,event_date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,clean_adm1,clean_adm2,clean_adm3,clean_adm4,latitude,longitude,source,source_scale,notes,fatalities
7691,5334409,1998-04-24,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,All Africa,Regional,Battles between Ugandan army and LRA rebels - 12 more rebels killed,12.0
7692,5334420,1998-04-24,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,All Africa,Regional,Series of battles between Ugandan army and LRA rebels initiated by attacks on rebel bases in the area- 51 rebels were killed by 28/4/98,3.0
7693,5334389,1998-04-23,Violence against civilians,Attack,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Northern,Agago,Agago,Lira Palwo,2.7833,33.1833,All Africa,Regional,LRA rebels penetrated Teso,0.0
7694,5334398,1998-04-23,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,All Africa,Regional,Series of battles between Ugandan army and LRA rebels initiated by attacks on rebel bases in the area- 51 rebels were killed by 28/4/98,4.0
7695,6319226,1998-04-23,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Xinhua,International,Battles between Ugandan army and LRA rebels,0.0
7696,7686808,1998-04-23,Violence against civilians,Attack,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Eastern,Katakwi,Katakwi,Katakwi,1.9143,33.9564,All Africa,Regional,LRA rebels attacked Katakwi District before retreating to Kitgum District,0.0
7697,5334361,1998-04-22,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,All Africa,Regional,Series of battles between Ugandan army and LRA rebels initiated by attacks on rebel bases in the area- 51 rebels were killed by 28/4/98,4.0
7698,6319010,1998-04-22,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Xinhua,International,Battles between Ugandan army and LRA rebels,0.0
7699,5334340,1998-04-21,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,All Africa,Regional,Series of battles between Ugandan army and LRA rebels initiated by attacks on rebel bases in the area- 51 rebels were killed by 28/4/98,4.0
7700,6262684,1998-04-21,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Gulu,Gulu,Gulu,2.7667,32.3056,Dow Jones International,International,Battle between Ugandan army and LRA rebels - 20 rebels killed,20.0
7701,6316727,1998-04-21,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Xinhua,International,Battles between Ugandan army and LRA rebels,0.0
7702,5334312,1998-04-20,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,All Africa,Regional,Series of battles between Ugandan army and LRA rebels initiated by attacks on rebel bases in the area- 51 rebels were killed by 28/4/98,4.0
7703,6317246,1998-04-20,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Xinhua,International,Battles between Ugandan army and LRA rebels,0.0
7704,5334293,1998-04-19,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,All Africa,Regional,Series of battles between Ugandan army and LRA rebels initiated by attacks on rebel bases in the area- 51 rebels were killed by 28/4/98,4.0
7705,6317253,1998-04-19,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Lamwo,Lamwo,Lamwo,3.5,32.6667,Xinhua,International,Battles between Ugandan army and LRA rebels,0.0
7706,5334273,1998-04-17,Strategic developments,Change to group/activity,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,,,0,20,Northern,Gulu,Gulu,Gulu,2.7667,32.3056,All Africa,Regional,ADF cross into Gulu District from Kitgum after being repulsed by the Ugandan army,0.0
7707,5334262,1998-04-15,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Bundibugyo,Bwamba,Bundibugyo,0.7414,30.0417,Reuters,International,ADF rebels kill 9 in attacks over two day,4.0
7708,5334252,1998-04-14,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Bundibugyo,Bwamba,Bundibugyo,0.7414,30.0417,Reuters,International,ADF rebels kill 9 in attacks over two day - fatalities coded in last day of violence,5.0
7709,5915444,1998-04-11,Explosions/Remote violence,Grenade,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Central,Kampala,Kampala,Kampala,0.3156,32.5656,All Africa; Reuters; Lloyds List,Other-Regional,4 killed and several wounded in grenade blast - ADF are believed to be the perpetrators it was later reported that NALU rebels claimed responsibility for similar previous attacks suggesting a possible link,4.0
7710,5334220,1998-04-10,Battles,Armed clash,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Eastern,Mbale,Mbale,Mbale,1.0806,34.175,Reuters,International,Cattle raid by Karamojong warriors - 3 civilians killed,3.0
7711,5334229,1998-04-10,Battles,Armed clash,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Eastern,Bulambuli,Bulambuli,Muyembe,1.3333,34.3,Reuters,International,Series of raids by Karamajoin warriors,3.0
7712,5334238,1998-04-10,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Eastern,Mbale,Mbale,Mbale,1.0806,34.175,Reuters,International,Cattle raid by Karamojong warriors - 5 Ugandan soldiers were killed,5.0
7713,7158778,1998-04-08,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Kasese,Kasese,Kasese,0.1833,30.0833,Pittsburgh Post-Gazette,International,ADF rebels attacked two remote towns near Kasesse - 13 were killed between the two attacks,6.0
7714,7158779,1998-04-08,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Kasese,Kasese,Kasese,0.1833,30.0833,Pittsburgh Post-Gazette,International,ADF rebels attacked two remote towns near Kasesse - 13 were killed between the two attacks,7.0
7715,5334131,1998-04-07,Battles,Armed clash,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Eastern,Bulambuli,Bulambuli,Bunambutye,1.4,34.35,All Africa,Regional,Series of raids by Karamajoin warriors,3.0
7716,5334141,1998-04-07,Battles,Armed clash,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Eastern,Bulambuli,Bulambuli,Bunambutye,1.4,34.35,All Africa,Regional,Series of raids by Karamajoin warriors (20 people killed in total by 11/4/98),7.0
7717,5334151,1998-04-07,Battles,Armed clash,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Eastern,Bulambuli,Bulambuli,Muyembe,1.3333,34.3,All Africa,Regional,Series of raids by Karamajoin warriors (20 people killed in total by 11/4/98),7.0
7718,5334162,1998-04-07,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Eastern,Bulambuli,Bulambuli,Bunambutye,1.4,34.35,All Africa,Regional,"Cattle raids by Karamojong warriors - 13 civilians killed, over 1000 heads of cattle stolen",13.0
7719,5334173,1998-04-07,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Eastern,Bulambuli,Bulambuli,Bunambutye,1.4,34.35,All Africa,Regional,Series of raids by Karamajoin warriors,7.0
7720,5334184,1998-04-07,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Eastern,Bulambuli,Bulambuli,Muyembe,1.3333,34.3,All Africa,Regional,Series of raids by Karamajoin warriors,7.0
7721,5334194,1998-04-07,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Eastern,Bulambuli,Bulambuli,Muyembe,1.3333,34.3,All Africa,Regional,Series of raids by Karamajoin warriors (20 people killed in total by 11/4/98),7.0
7722,5334107,1998-04-06,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Eastern,Bulambuli,Bulambuli,Bunambutye,1.4,34.35,Reuters,International,"Ambush by Karamojong warriors - 7 killed, 40 heads of cattle stolen",7.0
7723,5334123,1998-04-06,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),Women (Uganda),7,27,Western,Bundibugyo,Bwamba,Bundibugyo,0.7414,30.0417,All Africa,Regional,ADF rebels attack and seriously mutilate a women,0.0
7724,6317808,1998-04-06,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Xinhua,International,One of five surprise attacks attributed to ADF rebels over the course of three weeks (details not specified),0.0
7725,5334097,1998-04-05,Violence against civilians,Attack,Pokot Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Northern,Moroto,Moroto,Moroto,2.5329,34.6575,Reuters,International,Cattle raid by Pokot tribe - details not specified,0.0
7726,6235454,1998-04-04,Explosions/Remote violence,Remote explosive/landmine/IED,NALU: National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Central,Kampala,Kampala,Kampala,0.3156,32.5656,All Africa; Xinhua; Reuters,Regional-International,4 killed and several injured in two bomb blasts in Kampala - NALU/ NULU rebels claimed responsibility for the attack,4.0
7727,6319741,1998-03-30,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Xinhua,International,One of five surprise attacks attributed to ADF rebels over the course of three weeks (details not specified),0.0
7728,6319771,1998-03-30,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Xinhua,International,One of five surprise attacks attributed to ADF rebels over the course of three weeks (details not specified),0.0
7729,6318961,1998-03-28,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Xinhua,International,One of five surprise attacks attributed to ADF rebels over the course of three weeks (details not specified),0.0
7730,6319445,1998-03-28,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Xinhua,International,One of five surprise attacks attributed to ADF rebels over the course of three weeks (details not specified),0.0
7731,5334043,1998-03-23,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Reuters,International,7 people shot dead by rogue policeman who later committed suicide,7.0
7732,5334032,1998-03-13,Riots,Violent demonstration,Rioters (Sudan),Prisoners (Sudan),5,Police Forces of Uganda (1986-),,1,15,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Reuters,International,Sudanese prisoners in Kampala rioted in a plea to be repatriated - police intervened using tear gas,0.0
7733,6354145,1998-03-09,Battles,Armed clash,Military Forces of Uganda (1986-),,1,LRA: Lords Resistance Army,,2,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Local Source,Subnational,Ugandan army ambushed LRA rebels - 40 abductees were rescued,0.0
7734,5334012,1998-03-05,Battles,Armed clash,Military Forces of Uganda (1986-),,1,LRA: Lords Resistance Army,,2,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Reuters,International,Continued fighting between Ugandan army and LRA rebels forced the rebels back into Sudan (dates or duration unknown),0.0
7735,5334001,1998-03-01,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Labongo Gali,3.3167,32.8833,All Africa,Regional,Battle between Ugandan army and LRA rebels - 7 rebels killed,7.0
7736,5333991,1998-02-25,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Kabarole,Fort Portal,Fort Portal,0.6939,30.2664,Reuters,International,3 civilians killed in an ambush by ADF rebels,3.0
7737,5333980,1998-02-24,Violence against civilians,Abduction/forced disappearance,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Reuters,International,LRA rebels abduct 15 from Kitgum town,0.0
7738,5922784,1998-02-20,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),Students (Uganda),7,27,Western,Kabarole,Fort Portal,Fort Portal,0.6939,30.2664,Reuters,International,ADF rebels killed 2 students and abducted about 30 from a school in Kabarole District,2.0
7739,5333957,1998-02-18,Battles,Armed clash,LRA: Lords Resistance Army,,2,Unidentified Armed Group (Uganda),,3,23,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Reuters,International,LRA rebels were repulsed from Kitgum town - unknown whether the defenders were locals or army personnel,0.0
7740,5333963,1998-02-18,Violence against civilians,Attack,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Reuters,International,LRA rebel attack on Kitgum town,0.0
7741,6315478,1998-02-16,Battles,Armed clash,Military Forces of Uganda (1986-),,1,LRA: Lords Resistance Army,,2,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Xinhua,International,Ugandan army launched an offence against the LRA rebels (dates or duration not reported),0.0
7742,6354153,1998-02-13,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Central,Mpigi,Mawokota,Mpigi,0.225,32.3136,Local Source,Subnational,Former police chief was shot dead by unknown assailants,1.0
7743,5333927,1998-02-11,Violence against civilians,Attack,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Northern,Agago,Agago,Agago,2.8336,33.3336,Reuters,International,LRA rebels kill 8 people in a raid,8.0
7744,6315741,1998-02-08,Strategic developments,Other,LRA: Lords Resistance Army,,2,,,0,20,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Xinhua,International,Rebel leader Kony reportedly held meetings with his field commanders to plan attacks on Gulu and Kitgum Districts,0.0
7745,6319130,1998-02-05,Strategic developments,Change to group/activity,LRA: Lords Resistance Army,,2,,,0,20,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Xinhua,International,"Rebel leader Kony, and his LRA rebel fighters entered northern Uganda from Sudan, the fighters were divided into small units in Kitgum",0.0
7746,6354156,1998-02-05,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Local Source,Subnational,Ugandan army veterans protest against demobilisation arrangements made by the government - 14 were arrested,0.0
7747,5333887,1998-01-21,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Western,Kasese,Kasese,Kasese,0.1833,30.0833,Reuters,International,Rebel chief killed by unidentified gunmen,1.0
7748,6317171,1998-01-16,Battles,Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Western,Kasese,Kasese,Kasese,0.1833,30.0833,Xinhua,International,One of six rebel camps destroyed by Ugandan army,0.0
7749,6318247,1998-01-16,Battles,Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Western,Kasese,Kasese,Kasese,0.1833,30.0833,Xinhua,International,One of six rebel camps destroyed by Ugandan army,0.0
7750,6319150,1998-01-16,Battles,Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Western,Kasese,Kasese,Kasese,0.1833,30.0833,Xinhua,International,One of six rebel camps destroyed by Ugandan army,0.0
7751,6319393,1998-01-16,Battles,Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Western,Kasese,Kasese,Kasese,0.1833,30.0833,Xinhua,International,One of six rebel camps destroyed by Ugandan army,0.0
7752,6319500,1998-01-16,Battles,Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Western,Bushenyi,Igara,Kamengo,-0.5853,30.2114,Xinhua,International,One of six rebel camps destroyed by Ugandan army,0.0
7753,6319698,1998-01-16,Battles,Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Western,Kasese,Kasese,Kasese,0.1833,30.0833,Xinhua,International,One of six rebel camps destroyed by Ugandan army,0.0
7754,7310247,1998-01-16,Battles,Armed clash,Military Forces of Uganda (1986-),,1,LRA: Lords Resistance Army,,2,12,Northern,Lira,Lira,Lira,2.2426,32.8913,Xinhua,International,12 LRA killed in fighting with Ugandan army,12.0
7755,5333791,1998-01-15,Violence against civilians,Attack,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Northern,Gulu,Gulu,Gulu,2.7667,32.3056,Reuters,International,LRA rebels shot and wounded a local intelligence officer in an ambush,1.0
7756,5333802,1998-01-15,Battles,Armed clash,Military Forces of Uganda (1986-),,1,LRA: Lords Resistance Army,,2,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Reuters,International,Ugandan army attacked and destroyed LRA rebel camps,0.0
7757,6354168,1998-01-09,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Local Source,Subnational,"Attacks by LRA rebels, Ugandan army intervened - causalities reported but figures not released",0.0
7758,5337420,1998-01-07,Battles,Armed clash,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Western,Kabarole,Fort Portal,Fort Portal,0.6939,30.2664,Reuters,International,6 people including two army soldiers killed by ADF rebels,6.0
7759,5337431,1998-01-07,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Reuters,International,Unidentified armed rebels shot dead assistant resident District Commissioner of Kitgum in ambush,1.0
7760,5337409,1998-01-05,Battles,Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Western,Kasese,Busongora,Rwenzori Mountains,0.3552,29.8776,Reuters,International,Ugandan army overran ADF rebels,0.0
7761,6354174,1998-01-04,Strategic developments,Change to group/activity,LRA: Lords Resistance Army,,2,,,0,20,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Local Source,Subnational,Deployment:LRA rebels in alliance with Sudanese military forces mass near the Ugandan border threatening to attack through Kitgum - Ugandan army deployed troops in response,0.0
7762,5337388,1997-12-29,Battles,Armed clash,Military Forces of Uganda (1986-),,1,LRA: Lords Resistance Army,,2,12,Northern,Apac,Apac,Apac,1.9756,32.5386,Reuters,International,At least 7 LRA rebels killed in an ambush laid by the UPDF,7.0
7763,5337377,1997-12-23,Battles,Armed clash,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Western,Kasese,Busongora,Rwenzori Mountains,0.3552,29.8776,Reuters,International,Battle between Ugandan army and ADF rebels,0.0
7764,5337366,1997-12-19,Violence against civilians,Abduction/forced disappearance,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Northern,Gulu,Gulu,Gulu,2.7667,32.3056,Reuters,International,LRA rebels abduct 5 youths from villages near Gulu,0.0
7765,5337355,1997-12-13,Violence against civilians,Abduction/forced disappearance,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Northern,Apac,Apac,Apac,1.9756,32.5386,Reuters,International,LRA rebels attacked a weekend wedding party and abducted 28 people,0.0
7766,5337345,1997-11-09,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Kabarole,Burahya,Nyakwanzi,0.7167,30.2167,Reuters,International,ADF rebel attack - 2 killed,2.0
7767,7691013,1997-11-09,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Kyenjojo,Mwenge,Kyenjojo,0.6122,30.6432,Reuters,International,ADF rebel attack - 3 adults and 3 children killed,6.0
7768,5337324,1997-11-01,Explosions/Remote violence,Grenade,Unidentified Armed Group (Uganda),,3,Civilians (International),,7,37,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Reuters,International,Grenade attack injured 3 tourists at a campsite 5km outside of Kampala,0.0
7769,6354211,1997-10-20,Violence against civilians,Attack,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Northern,Pakwach,Jonam,Pakwach,2.4634,31.4983,Local Source,Subnational,"LRA rebels ambushed civilian vehicles - 1 civilian killed, 10 abducted, 5 lorries destroyed. UPDF responded to the attack (coded separately)",1.0
7770,6354212,1997-10-20,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Pakwach,Jonam,Pakwach,2.4634,31.4983,Local Source,Subnational,"LRA rebels ambushed civilians vehicles - UPDF responded, battle to the death of 1 soldier and the capture of 1 rebel",1.0
7771,6288940,1997-10-19,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Kasese,Busongora,Rwenzori Mountains,0.3552,29.8776,New York Times,International,ADF attacked remote mountain community - 14 men killed,14.0
7772,5337291,1997-10-06,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Kasese,Kasese,Kasese,0.1833,30.0833,Reuters,International,ADF rebels killed 18 and wounded several others in an attack,18.0
7773,5337280,1997-10-03,Violence against civilians,Attack,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Northern,Nwoya,Nwoya,Karuma Falls,2.2667,32.25,Reuters,International,LRA rebels ambushed a convoy of six cars. A bus and car were set ablaze. 8 died and many were injured,8.0
7774,8001824,1997-09-29,Strategic developments,Change to group/activity,LRA: Lords Resistance Army,,2,,,0,20,Northern,Gulu,Gulu,Gulu,2.7667,32.3056,Guardian (United Kingdom),International,LRA rebels move from Kitgum District to Gulu District - the move is said to be an effort to assist people living in protected towns to return to farming in order to address the impending food shortage,0.0
7775,8001825,1997-09-29,Violence against civilians,Attack,LRA: Lords Resistance Army,,2,Civilians (Uganda),,7,27,Northern,Gulu,Gulu,Gulu,2.7667,32.3056,Guardian (United Kingdom),International,LRA rebel raid - houses were burnt and 2 children abducted,0.0
7776,6288887,1997-09-23,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Kasese,Kasese,Kasese,0.1833,30.0833,New York Times,International,ADF rebel attack - 13 killed,13.0
7777,6263003,1997-09-11,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Bundibugyo,Bwamba,Nyahuka,0.6833,29.9833,Dow Jones International,International,"ADF rebels attack a refugee camp - 21 civilians killed, 1 soldier and 1 policeman injured",21.0
7778,6263151,1997-09-10,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Dow Jones International,International,Army attack on the LRA rebels - almost 2 weeks of fighting at locations near Kitgum leading to the death of at least 40 combatants (deaths coded for the 10/9/97 event),4.0
7779,6262694,1997-09-09,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Dow Jones International,International,Army attack on the LRA rebels - almost 2 weeks of fighting at locations near Kitgum leading to the death of at least 40 combatants (deaths coded for the 10/9/97 event),4.0
7780,6262808,1997-09-08,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Dow Jones International,International,Army attack on the LRA rebels - almost 2 weeks of fighting at locations near Kitgum leading to the death of at least 40 combatants (deaths coded for the 10/9/97 event),4.0
7781,6262738,1997-09-07,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Dow Jones International,International,Army attack on the LRA rebels - almost 2 weeks of fighting at locations near Kitgum leading to the death of at least 40 combatants (deaths coded for the 10/9/97 event),4.0
7782,6263057,1997-09-06,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Dow Jones International,International,Army attack on the LRA rebels - almost 2 weeks of fighting at locations near Kitgum leading to the death of at least 40 combatants (deaths coded for the 10/9/97 event),4.0
7783,6263029,1997-09-05,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Dow Jones International,International,Army attack on the LRA rebels - almost 2 weeks of fighting at locations near Kitgum leading to the death of at least 40 combatants (deaths coded for the 10/9/97 event),4.0
7784,6263061,1997-09-04,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Dow Jones International,International,Army attack on the LRA rebels - almost 2 weeks of fighting at locations near Kitgum leading to the death of at least 40 combatants (deaths coded for the 10/9/97 event),4.0
7785,6354231,1997-09-04,Violence against civilians,Attack,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Western,Kabarole,Fort Portal,Fort Portal,0.6939,30.2664,Local Source,Subnational,"ADF looting - 6 people killed, several injured and others believed to have been abducted",6.0
7786,6262827,1997-09-03,Battles,Armed clash,LRA: Lords Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,Dow Jones International,International,Army attack on the LRA rebels - almost 2 weeks of fighting at locations near Kitgum leading to the death of at least 40 combatants (deaths coded for the 10/9/97 event),5.0
